GeneSymbol,Exp017028_T_Py,Exp017022_T_An,Exp025215_T_An,Exp025241_T_An,Exp025255_T_An,Exp008534_T_An,Exp016992_T_AI,Exp017032_T_AI,Exp017036_T_AI,Exp016986_T_GC,Exp017006_T_GC,Exp025221_T_GC,Exp025227_T_GC,Exp025253_T_GC,Exp025447_T_GC,Exp008579_T_GC,Exp016996_T_LC,Exp017038_T_LC,Exp025243_T_Fu,Exp008546_T_Fu,Exp008577_T_Fu,Exp016998_T_Ca,Exp017000_T_Ca,Exp025211_T_Ca,Exp025245_T_Ca,Exp025249_T_Ca,Exp025449_T_Ca,Exp025451_T_Ca,Exp008536_T_Ca,Exp017029_P_Py,Exp017023_P_An,Exp025216_P_An,Exp025242_P_An,Exp025256_P_An,Exp008535_P_An,Exp016993_P_AI,Exp017033_P_AI,Exp017037_P_AI,Exp016987_P_GC,Exp017007_P_GC,Exp025222_P_GC,Exp025228_P_GC,Exp025254_P_GC,Exp025448_P_GC,Exp008580_P_GC,Exp016997_P_LC,Exp017039_P_LC,Exp025244_P_Fu,Exp008547_P_Fu,Exp008578_P_Fu,Exp016999_P_Ca,Exp017001_P_Ca,Exp025212_P_Ca,Exp025246_P_Ca,Exp025250_P_Ca,Exp025450_P_Ca,Exp025452_P_Ca,Exp008537_P_Ca
PHLDA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34299999999999997,0.0
ZMYND8,0.01,0.0,0.245,0.0,0.21100000000000002,0.016,0.043,0.008,0.1,0.004,0.0,0.049,0.0,0.0,0.0,0.002,0.001,0.017,0.027000000000000003,0.0,0.09,0.025,0.0,0.182,0.0,0.006999999999999999,0.0,0.003,0.0,0.044000000000000004,0.0,0.025,0.0,0.0,0.021,0.005,0.0,0.004,0.008,0.01,0.166,0.013000000000000001,0.0,0.0,0.062,0.0,0.005,0.004,0.0,0.032,0.0,0.0,0.078,0.0,0.0,0.0,0.009000000000000001,0.0
SH3BP1,0.37799999999999995,0.209,0.441,0.264,1.704,0.418,0.415,0.256,0.713,0.273,0.223,0.35700000000000004,0.14300000000000002,0.674,0.027999999999999997,0.068,0.069,0.157,0.175,0.301,0.526,0.302,0.28800000000000003,0.584,3.3789999999999996,0.20800000000000002,0.11,0.922,0.0,1.3259999999999998,0.6729999999999999,0.251,0.08,1.2409999999999999,0.8079999999999999,0.474,0.605,1.03,0.294,0.304,0.53,0.457,0.26,0.447,0.231,0.0,0.138,0.052000000000000005,0.6970000000000001,0.177,1.052,0.16899999999999998,1.429,0.16699999999999998,0.688,0.0,0.94,0.703
RUSC1,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0
KPNA6,1.166,0.242,0.995,0.0,1.053,0.708,0.0,0.795,0.593,0.348,0.226,1.671,0.742,0.728,0.0,0.054000000000000006,0.484,0.316,0.324,0.292,0.775,0.526,0.195,1.796,0.327,0.22699999999999998,0.0,0.237,0.135,1.016,0.0,0.532,0.28800000000000003,1.09,0.195,0.0,0.253,0.598,0.155,0.243,1.165,0.777,0.0,0.986,0.21899999999999997,0.113,0.41700000000000004,0.126,0.457,0.379,0.0,0.0,0.7,0.795,0.998,0.0,0.606,0.0
SSBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP62,0.868,0.23199999999999998,1.84,0.802,2.3569999999999998,0.8390000000000001,0.73,0.7190000000000001,1.256,0.9640000000000001,0.322,0.943,0.669,1.496,0.0,0.192,0.561,0.53,0.377,0.76,0.562,1.68,0.33799999999999997,2.287,0.32,0.887,0.0,0.172,0.23600000000000002,1.131,0.872,0.7759999999999999,0.474,0.8059999999999999,0.568,0.7909999999999999,0.9159999999999999,1.005,0.861,0.562,0.62,1.2229999999999999,0.451,0.503,0.981,0.353,0.815,0.192,0.18899999999999997,0.733,0.635,0.17600000000000002,1.679,0.5379999999999999,1.8530000000000002,0.0,0.435,0.955
RABGAP1,0.14300000000000002,0.10800000000000001,0.28800000000000003,0.161,0.171,0.18600000000000003,0.201,0.09300000000000001,0.151,0.06,0.0,0.21,0.158,0.526,0.001,0.024,0.098,0.061,0.192,0.13699999999999998,0.129,0.235,0.35100000000000003,0.192,0.055999999999999994,0.111,0.0,0.063,0.031,0.075,0.083,0.08,0.149,0.249,0.08900000000000001,0.073,0.094,0.142,0.0,0.10300000000000001,0.17,0.165,0.168,0.34700000000000003,0.111,0.535,0.16,0.027999999999999997,0.032,0.085,0.036000000000000004,0.027999999999999997,0.21899999999999997,0.075,0.36,0.0,0.177,0.18899999999999997
HSPBP1,0.114,0.134,0.299,0.08199999999999999,0.3,0.185,0.0,0.059000000000000004,0.306,0.079,0.0,0.0,0.085,0.248,0.0,0.0,0.19,0.0,0.166,0.156,0.267,3.864,0.099,3.305,0.111,0.20199999999999999,0.0,0.044000000000000004,2.7569999999999997,0.369,0.41100000000000003,0.046,0.349,0.0,2.7969999999999997,0.0,0.033,0.382,0.0,0.33299999999999996,0.158,0.03,0.054000000000000006,0.172,0.09,0.0,0.26899999999999996,0.084,0.415,0.233,0.051,2.985,0.171,0.0,0.0,0.0,0.449,1.538
EDC4,0.395,0.06,0.977,0.894,0.397,0.556,0.517,0.262,0.217,0.23600000000000002,0.11,0.435,0.512,0.624,0.0,0.11199999999999999,0.08,0.043,0.248,0.29100000000000004,1.073,0.149,0.255,1.131,0.35700000000000004,0.14300000000000002,0.0,0.032,0.462,1.64,0.693,0.21600000000000003,0.419,0.08900000000000001,0.332,0.37799999999999995,0.175,0.654,0.25,0.141,0.311,0.631,0.077,0.41600000000000004,0.51,0.611,0.243,0.255,0.15,0.621,0.047,0.256,0.557,0.655,0.20600000000000002,0.0,0.174,0.544
PLD3,2.2030000000000003,0.0,1.6059999999999999,1.413,1.9369999999999998,1.018,2.492,1.103,1.089,2.944,0.491,1.955,0.894,1.073,0.051,0.31,0.721,0.40700000000000003,0.46,1.9509999999999998,1.46,2.92,1.5390000000000001,1.577,3.266,1.018,0.29100000000000004,0.091,0.708,2.215,1.032,0.507,3.6839999999999997,1.58,2.062,1.9880000000000002,1.681,1.6869999999999998,1.341,2.668,1.361,0.909,0.9620000000000001,1.736,1.271,1.34,0.479,0.8290000000000001,1.9880000000000002,1.699,6.111000000000001,1.546,1.02,1.117,1.7109999999999999,0.546,0.055999999999999994,2.318
ARFIP2,0.287,0.124,1.206,1.301,0.102,1.3459999999999999,1.386,0.43,0.22899999999999998,0.316,0.10099999999999999,1.161,1.449,0.873,0.0,0.34,0.5379999999999999,0.615,0.095,1.436,0.364,0.151,0.528,0.853,0.674,0.382,0.092,0.042,0.191,1.278,1.242,1.124,0.272,0.23199999999999998,0.605,0.431,0.203,1.188,0.368,0.0,0.41700000000000004,1.319,1.679,0.86,1.46,0.706,0.922,0.37200000000000005,0.285,0.726,0.179,0.31,1.111,2.149,1.063,0.0,0.061,0.622
SSBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061
POLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,1.024,0.0,0.0,0.0,0.0,14.198,0.0,0.0,0.09699999999999999,0.0,0.064,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.554,0.0
PLXNB2,0.314,0.121,0.8270000000000001,0.902,0.494,0.68,0.364,0.6940000000000001,0.37799999999999995,0.273,0.078,1.113,0.7020000000000001,0.40700000000000003,0.021,0.184,0.402,0.642,0.285,0.551,0.36,0.46299999999999997,0.843,0.9670000000000001,0.469,0.222,0.285,0.134,0.11599999999999999,0.5720000000000001,0.419,0.9420000000000001,0.917,0.7879999999999999,0.45299999999999996,0.35,0.446,0.35200000000000004,0.868,0.488,0.8140000000000001,0.693,0.818,0.9209999999999999,0.47700000000000004,0.679,0.6779999999999999,0.5760000000000001,0.382,0.518,0.319,0.175,0.593,0.835,0.978,0.612,0.183,0.528
LSM5,0.0,0.0,1.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626,0.0,0.0,0.0,0.0,2.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.0,0.0,0.0,0.0,0.0
PLA2G15,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.027999999999999997,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM2,0.11699999999999999,0.049,0.141,0.07200000000000001,0.09699999999999999,0.035,0.012,0.022000000000000002,0.034,0.0,0.02,0.035,0.142,0.0,0.005,0.046,0.0,0.13,0.0,0.498,0.095,0.11599999999999999,0.062,0.158,0.0,0.0,0.012,0.0,0.018000000000000002,0.040999999999999995,0.0,0.08199999999999999,0.019,0.061,0.046,0.054000000000000006,0.017,0.031,0.0,0.034,0.055,0.0,0.19399999999999998,0.03,0.034,0.012,0.016,0.0,0.031,0.069,0.028999999999999998,0.03,0.315,0.0,0.124,0.024,0.0,0.071
STX12,1.7790000000000001,0.0,2.008,1.1540000000000001,1.0659999999999998,2.528,2.47,2.753,0.644,1.757,0.516,1.286,7.082000000000001,1.8969999999999998,0.059000000000000004,1.14,2.569,2.64,0.43799999999999994,1.808,1.271,0.96,2.4419999999999997,2.213,2.02,0.977,2.076,0.155,0.7979999999999999,0.8320000000000001,1.382,4.16,3.891,4.354,7.345,1.462,1.224,2.1590000000000003,2.9939999999999998,5.189,1.8019999999999998,1.082,13.120999999999999,7.756,1.82,6.0729999999999995,6.183,2.91,1.89,13.208,2.306,3.7939999999999996,1.87,1.495,8.146,1.798,0.0,2.286
SH3BP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.588,0.0,0.0,0.0,0.01
RAB38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.035,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14400000000000002,0.0
PRKD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
CADM1,0.0,0.0,0.0,0.0,1.4769999999999999,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.12300000000000001,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.573,0.129,0.0,0.321,0.35700000000000004,0.0,0.0,0.0,0.615,0.0,0.0,0.212,0.0,0.0,0.585,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.16899999999999998
GSPT2,1.9580000000000002,0.0,0.978,0.0,0.0,0.789,0.0,0.578,1.161,0.0,0.0,0.0,0.489,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9590000000000001,0.0,0.0,0.873,0.353,0.0,0.0,0.0,0.0,3.515,0.0,2.094,0.0,0.0,0.0,3.423,0.0,0.0,0.0,0.0,1.57,1.091,1.069,0.581,1.3559999999999999,0.381,0.0,1.431,0.0,1.4980000000000002,0.528,0.0,0.0,0.0,0.475,0.0
GABARAPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHPK,0.2,0.031,0.264,0.0,0.124,0.254,0.447,0.124,0.257,0.0,0.5670000000000001,0.292,0.384,0.0,0.0,0.047,0.204,0.812,0.0,0.08800000000000001,1.127,1.36,0.653,0.226,1.256,0.113,0.095,0.021,0.055,0.429,1.026,0.341,1.2,1.33,0.249,0.5589999999999999,0.544,0.33899999999999997,0.312,0.34700000000000003,0.184,0.16399999999999998,0.0,0.617,0.284,0.478,3.509,0.271,0.295,0.563,0.736,0.263,0.439,0.248,1.287,0.0,0.5379999999999999,0.243
TMEM245,0.0,0.0,0.11699999999999999,0.147,0.0,0.051,0.0,0.0,0.054000000000000006,0.0,0.0,3.0660000000000003,0.063,0.107,0.0,0.094,0.0,0.0,0.035,0.228,0.045,0.011000000000000001,0.0,0.11800000000000001,0.165,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,1.051,1.037,0.0,0.019,0.07200000000000001,0.0,0.032,0.0,1.185,0.763,0.0,0.21899999999999997,0.023,0.19,0.0,0.17,0.49,0.0,0.0,0.076,0.0,0.0,0.0,0.0,1.04
SDF2L1,3.728,0.138,1.474,1.535,0.9129999999999999,7.5360000000000005,5.07,1.473,5.531000000000001,5.015,0.6609999999999999,2.58,1.4180000000000001,2.445,0.099,0.0,1.5130000000000001,0.726,0.511,0.94,0.53,1.015,1.911,3.4189999999999996,1.838,2.852,0.324,0.23399999999999999,0.457,4.792,1.038,2.077,1.544,3.721,5.834,4.218,2.853,3.372,4.168,2.992,3.792,2.872,4.151,3.347,1.17,2.415,3.0410000000000004,1.496,0.9990000000000001,1.4769999999999999,11.612,1.3359999999999999,2.905,2.511,4.39,0.662,0.507,3.585
PPIL2,0.035,0.0,0.10300000000000001,0.0,0.0,0.03,0.109,0.04,0.111,0.0,0.024,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.057,0.0,0.028999999999999998,0.017,0.0,0.0,0.0,0.0,0.055,0.0,0.1,0.0,0.0,0.078,0.025,0.0,0.0,0.086,0.0,0.0,0.019,0.06,0.0,0.0,0.019,0.0,0.095,0.0,0.0,0.066,0.0,0.0,0.0,0.018000000000000002,0.0
PITPNB,2.676,1.952,2.64,1.925,4.335,3.611,7.251,3.69,2.515,3.123,1.795,4.1,4.442,6.621,0.129,1.285,3.7889999999999997,2.955,1.5319999999999998,1.594,3.1830000000000003,4.268,3.8280000000000003,4.192,2.154,1.217,2.043,2.334,0.7829999999999999,3.9530000000000003,0.5770000000000001,3.656,3.13,6.8870000000000005,1.892,3.812,2.8280000000000003,2.154,1.5330000000000001,2.638,3.451,3.949,5.936,4.907,3.372,3.14,2.229,3.898,1.0270000000000001,3.682,3.7939999999999996,3.13,2.109,2.799,1.825,0.8190000000000001,2.687,2.642
PISD,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.121,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.061,0.037000000000000005,0.0,0.021,0.0,0.0,0.066,0.0,0.0,0.09699999999999999,0.0,0.0,0.0,0.037000000000000005,0.133
OSBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17RA,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLRT3,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0
FKBP8,0.24600000000000002,0.426,0.32,0.0,0.505,0.503,0.899,0.985,0.349,0.53,0.0,1.218,0.789,0.728,0.0,0.0,0.0,0.135,0.37,0.885,0.13,0.9620000000000001,0.212,0.835,0.74,0.18600000000000003,0.0,0.113,0.068,0.071,0.81,0.375,0.473,2.5180000000000002,1.8530000000000002,0.0,0.608,0.924,0.079,0.23800000000000002,1.858,0.5920000000000001,0.33799999999999997,0.213,0.067,0.061,0.248,0.303,0.191,0.28300000000000003,0.0,0.156,0.726,0.401,1.7069999999999999,0.0,0.58,2.772
BRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOL2,1.482,0.735,0.42,0.7390000000000001,1.396,1.774,4.683,1.786,1.597,9.562000000000001,0.38,2.852,1.9069999999999998,3.359,0.033,0.6609999999999999,0.40700000000000003,1.818,1.079,3.0269999999999997,2.9589999999999996,0.946,0.5429999999999999,2.115,2.421,0.371,0.355,0.022000000000000002,0.45,2.2769999999999997,1.4040000000000001,0.301,0.72,5.007,2.167,2.737,1.385,2.492,3.437,1.35,1.9080000000000001,3.304,0.387,1.469,1.374,1.03,1.1440000000000001,1.103,1.876,2.009,3.0669999999999997,0.86,0.5920000000000001,0.0,0.863,0.0,0.0,0.66
BCL2L13,0.45,0.078,4.044,0.644,1.344,0.777,1.13,0.833,0.804,0.713,0.322,0.256,1.661,2.456,0.0,0.129,0.878,0.336,0.43700000000000006,2.032,0.595,0.496,0.278,4.37,0.593,0.261,0.192,0.46299999999999997,0.079,0.0,3.159,1.815,0.429,2.58,1.0170000000000001,0.5870000000000001,0.593,0.88,0.192,1.236,0.594,2.244,3.409,1.17,0.47,2.003,1.003,0.685,0.441,1.655,1.1,0.214,2.702,0.669,1.8219999999999998,0.0,0.823,0.395
MTCH1,0.223,0.0,1.645,0.33899999999999997,0.402,0.401,0.0,0.691,0.33899999999999997,0.11599999999999999,0.0,0.0,0.265,0.659,0.0,0.135,0.036000000000000004,0.39,0.32799999999999996,0.424,0.309,0.7559999999999999,0.0,1.205,0.159,0.187,0.0,0.0,0.319,0.221,0.0,0.6,0.0,0.0,0.39899999999999997,0.0,0.449,0.6990000000000001,0.0,0.6609999999999999,0.259,0.184,0.972,0.0,0.506,0.506,0.6940000000000001,0.465,0.158,0.6990000000000001,0.159,0.0,0.695,0.516,0.251,0.0,0.105,0.0
MTCH2,2.201,0.8390000000000001,5.2170000000000005,3.082,2.2119999999999997,2.441,0.0,2.826,2.14,0.98,0.7509999999999999,3.717,2.104,2.821,0.0,0.958,0.20600000000000002,2.3890000000000002,2.46,7.186,4.295,12.187999999999999,0.0,7.581,4.836,1.9609999999999999,0.0,0.188,1.034,3.554,3.6010000000000004,2.653,3.835,3.641,0.946,0.177,1.892,2.4819999999999998,0.0,1.9680000000000002,2.094,2.086,9.837,0.177,2.325,1.459,2.416,3.2460000000000004,0.986,4.113,0.632,0.0,2.847,4.191,3.5410000000000004,0.0,1.2409999999999999,0.79
KIF4A,0.0,0.0,0.05,0.0,0.5379999999999999,0.0,0.0,0.001,0.042,0.0,0.0,0.022000000000000002,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29600000000000004,0.0,0.015,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFIT5,0.0,0.0,0.0,0.0,0.18899999999999997,0.055,0.005,0.42,0.068,0.866,0.0,0.221,0.073,0.59,0.0,0.064,0.0,0.138,0.0,0.043,0.098,0.326,0.0,0.083,0.043,0.040999999999999995,0.0,0.023,0.0,0.075,0.044000000000000004,0.009000000000000001,0.0,0.311,0.022000000000000002,0.0,0.019,0.107,0.0,0.043,0.08,0.046,0.38,0.051,0.0,0.0,0.0,0.0,0.377,0.081,0.0,0.0,0.077,0.0,0.0,0.0,0.01,0.41100000000000003
EML2,0.731,0.256,1.395,1.4769999999999999,1.61,2.94,1.999,1.416,0.929,1.109,0.17,2.272,1.9380000000000002,1.207,0.051,0.515,1.306,2.407,0.8,2.115,0.623,0.34700000000000003,3.485,0.9329999999999999,2.339,0.581,1.253,0.382,0.28,2.524,2.227,1.5130000000000001,3.265,4.044,1.8730000000000002,1.466,1.4880000000000002,2.557,1.25,1.765,1.694,2.404,2.9960000000000004,3.091,2.424,2.135,2.798,1.4909999999999999,1.883,1.885,0.905,1.6880000000000002,2.9819999999999998,1.463,3.1460000000000004,0.316,1.137,2.4659999999999997
FTSJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0
TFIP11,0.0,0.0,0.076,0.0,0.0,0.005,0.0,0.06,0.015,0.045,0.0,0.032,0.26899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.17300000000000001,0.0,0.071,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.002,0.0,0.068,0.033,0.0,0.035,0.28600000000000003,0.0,0.0,0.026000000000000002,0.047,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.184,0.0,0.081,0.0,0.006,0.013000000000000001
