GeneSymbol,Exp017028_T_Py,Exp017022_T_An,Exp025215_T_An,Exp025241_T_An,Exp025255_T_An,Exp008534_T_An,Exp016992_T_AI,Exp017032_T_AI,Exp017036_T_AI,Exp016986_T_GC,Exp017006_T_GC,Exp025221_T_GC,Exp025227_T_GC,Exp025253_T_GC,Exp025447_T_GC,Exp008579_T_GC,Exp016996_T_LC,Exp017038_T_LC,Exp025243_T_Fu,Exp008546_T_Fu,Exp008577_T_Fu,Exp016998_T_Ca,Exp017000_T_Ca,Exp025211_T_Ca,Exp025245_T_Ca,Exp025249_T_Ca,Exp025449_T_Ca,Exp025451_T_Ca,Exp008536_T_Ca,Exp017029_P_Py,Exp017023_P_An,Exp025216_P_An,Exp025242_P_An,Exp025256_P_An,Exp008535_P_An,Exp016993_P_AI,Exp017033_P_AI,Exp017037_P_AI,Exp016987_P_GC,Exp017007_P_GC,Exp025222_P_GC,Exp025228_P_GC,Exp025254_P_GC,Exp025448_P_GC,Exp008580_P_GC,Exp016997_P_LC,Exp017039_P_LC,Exp025244_P_Fu,Exp008547_P_Fu,Exp008578_P_Fu,Exp016999_P_Ca,Exp017001_P_Ca,Exp025212_P_Ca,Exp025246_P_Ca,Exp025250_P_Ca,Exp025450_P_Ca,Exp025452_P_Ca,Exp008537_P_Ca
A1BG,2.436,2.551,3.6,5.805,6.678999999999999,3.199,3.844,5.879,3.141,2.131,1.196,7.52,6.388999999999999,3.932,2.237,3.563,2.312,2.5639999999999996,2.513,2.4130000000000003,5.7860000000000005,4.25,4.367,2.9739999999999998,2.8710000000000004,4.823,4.446000000000001,4.487,8.482999999999999,3.92,16.408,3.028,4.546,7.218999999999999,4.01,2.258,5.553999999999999,5.6339999999999995,2.286,1.969,5.1610000000000005,3.0610000000000004,11.357000000000001,2.373,3.187,2.1790000000000003,5.975,1.3,2.302,1.6580000000000001,2.376,2.072,8.058,4.369,12.112,5.445,3.57,5.433
A2M,10.350999999999999,5.933,11.977,36.07,18.047,7.49,13.837,13.967,11.964,16.183,6.568,17.624000000000002,5.61,31.855999999999998,5.461,13.21,20.159000000000002,7.733,23.354,9.657,27.033,29.101,10.366,8.192,11.126,20.615,6.542000000000001,22.416,22.654,6.667999999999999,28.241,6.789,32.448,18.667,6.109,9.577,6.981,19.346,8.382,5.6160000000000005,16.274,4.677,30.868000000000002,6.84,9.117,9.019,16.292,12.195,9.89,10.472999999999999,18.236,7.176,8.29,14.355,30.070999999999998,4.059,17.464000000000002,19.511
NAT1,0.539,0.0,0.419,0.24100000000000002,0.0,0.39899999999999997,0.036000000000000004,0.907,0.114,0.078,0.049,0.266,0.218,0.0,0.0,0.027999999999999997,0.195,0.04,0.0,0.17600000000000002,0.396,0.0,0.0,0.0,0.384,0.228,0.0,0.0,0.0,0.508,0.342,0.452,0.153,0.0,0.12,0.0,0.57,0.21600000000000003,0.07,0.228,0.171,0.065,0.02,0.36200000000000004,0.245,0.552,0.308,0.396,0.135,0.254,0.5579999999999999,0.0,0.226,0.648,0.728,0.0,0.0,0.06
NAT2,0.0,0.0,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA3,4.5569999999999995,5.1739999999999995,6.528,3.659,11.261,40.439,7.154,31.206999999999997,4.957,4.216,4.947,3.0839999999999996,9.9,9.177999999999999,0.19399999999999998,4.8,9.895,10.707,5.566,15.308,1.631,11.696,2.7689999999999997,1.781,9.168,18.151,0.4,2.614,3.3569999999999998,4.251,56.813,6.564,13.102,31.1,8.224,7.4479999999999995,21.504,8.113,1.929,10.517000000000001,32.903,11.126,14.712,0.0,7.749,4.127,24.845,6.769,11.925,3.615,3.636,2.806,2.204,7.59,14.37,0.5820000000000001,6.462000000000001,4.111000000000001
AADAC,0.08900000000000001,0.0,0.0,0.0,0.0,0.193,0.125,0.392,0.0,0.281,0.012,0.11900000000000001,0.29600000000000004,0.0,0.0,1.8359999999999999,0.0,1.041,0.0,0.61,1.381,0.0,1.2590000000000001,0.0,1.088,0.0,0.047,0.0,0.0,0.405,1.643,0.469,0.6829999999999999,0.555,0.035,0.0,0.095,0.011000000000000001,0.0,0.214,0.09300000000000001,0.248,0.0,0.0,0.312,0.93,0.638,0.155,0.36,2.279,0.149,0.092,0.21100000000000002,0.0,4.954,0.0,0.0,0.21
AAMP,0.138,0.0,1.155,0.305,10.273,0.303,0.0,0.282,0.363,0.171,0.0,2.8160000000000003,0.7979999999999999,0.0,0.0,0.0,0.146,0.34600000000000003,0.0,0.8859999999999999,0.306,0.6920000000000001,0.272,2.249,0.0,0.0,0.0,0.0,0.6559999999999999,0.13,0.0,0.83,0.13699999999999998,0.0,0.402,0.249,0.071,0.41600000000000004,0.0,0.19399999999999998,0.99,0.615,6.426,0.894,0.573,0.26,0.39299999999999996,0.127,0.41200000000000003,1.078,0.355,0.479,0.33799999999999997,0.0,1.047,0.0,0.048,0.287
AARS,3.937,0.387,6.93,2.065,5.045,4.3580000000000005,4.295,3.634,3.1439999999999997,3.533,0.636,4.913,2.81,4.813,0.084,0.568,4.303,2.1519999999999997,1.6780000000000002,2.329,2.012,2.011,3.5789999999999997,3.263,3.681,2.423,1.156,0.544,0.847,3.915,2.298,3.3360000000000003,1.95,5.252999999999999,3.363,4.794,3.4589999999999996,4.365,3.437,2.735,4.486000000000001,4.044,5.206,8.202,1.9780000000000002,6.244,2.517,2.546,2.497,3.822,4.922,3.255,5.216,1.778,6.184,0.011000000000000001,0.833,3.2710000000000004
ABAT,1.1740000000000002,0.059000000000000004,0.297,0.818,0.033,0.768,0.075,1.385,0.084,0.034,0.047,0.375,0.249,0.0,0.0,0.079,0.469,0.0,0.9890000000000001,0.66,0.102,0.0,0.509,0.233,2.0909999999999997,0.073,0.038,0.025,0.0,0.391,2.36,1.0590000000000002,0.311,0.43700000000000006,0.195,0.735,2.09,0.10300000000000001,0.053,0.249,0.32799999999999996,0.27,0.218,0.467,0.56,0.517,0.23399999999999999,0.467,0.263,0.6579999999999999,0.0,0.124,0.157,2.532,0.177,0.0,0.183,0.0
ABCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB7,0.0,0.0,0.133,0.0,0.332,0.036000000000000004,0.0,0.0,0.047,0.0,0.0,0.0,0.017,0.102,0.0,0.024,0.0,0.0,0.027999999999999997,0.10300000000000001,0.061,0.17800000000000002,0.071,0.948,0.122,0.077,0.0,0.016,0.013000000000000001,0.06,0.064,0.18600000000000003,0.099,0.086,0.051,0.0,0.0,0.08900000000000001,0.0,0.045,0.057999999999999996,0.0,0.252,0.36200000000000004,0.096,0.086,0.062,0.13,0.043,0.317,0.0,0.057,0.0,0.0,0.08800000000000001,0.0,0.107,0.024
ABCF1,2.104,0.7170000000000001,3.6239999999999997,1.08,1.265,0.779,1.37,1.081,1.577,1.254,0.462,2.208,1.682,1.5190000000000001,0.0,0.27699999999999997,0.8340000000000001,0.797,1.115,1.521,0.917,2.291,1.43,3.017,1.0090000000000001,1.642,0.8079999999999999,0.258,1.7109999999999999,1.485,1.93,1.515,0.56,1.7380000000000002,0.758,0.856,0.934,1.3359999999999999,0.873,1.28,1.08,2.245,1.955,0.9640000000000001,0.74,0.885,1.229,0.856,0.83,1.3980000000000001,1.236,2.391,1.146,1.62,2.7680000000000002,0.271,0.95,1.673
ABL1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0
AOC1,1.274,0.0,1.486,0.0,0.0,1.315,0.171,0.061,0.153,0.183,0.188,0.295,0.006,0.523,0.0,0.033,0.075,0.0,0.28600000000000003,0.051,0.10400000000000001,0.0,0.843,0.027999999999999997,4.941,0.0,0.0,0.0,0.27699999999999997,0.87,3.577,0.523,0.0,0.469,0.0,5.086,0.759,0.591,0.305,0.0,0.27399999999999997,0.33399999999999996,0.0,0.0,0.371,0.0,0.0,0.0,0.033,0.0,0.057,0.0,0.0,5.216,0.0,0.0,0.0,0.0
ABL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.331,0.0,0.0,0.44299999999999995,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABR,0.142,0.053,0.43700000000000006,0.218,0.302,0.188,0.32899999999999996,0.10300000000000001,0.188,0.168,0.0,0.163,0.244,0.636,0.0,0.08900000000000001,0.076,0.079,0.047,0.151,0.11199999999999999,0.026000000000000002,0.129,0.158,0.0,0.14800000000000002,0.008,0.038,0.05,0.096,0.12300000000000001,0.121,0.344,0.385,0.158,0.268,0.1,0.17800000000000002,0.065,0.11699999999999999,0.243,0.408,0.715,0.092,0.242,0.162,0.158,0.0,0.223,0.179,0.066,0.0,0.272,0.109,0.342,0.0,0.06,0.23
ACAA1,3.19,0.485,1.784,0.804,4.059,2.65,1.8119999999999998,2.26,1.094,1.426,0.502,3.412,1.151,0.865,0.489,0.249,1.218,1.597,1.624,7.69,0.774,0.628,3.685,1.246,3.0660000000000003,2.965,0.82,0.8240000000000001,0.532,1.732,12.405,3.853,0.9990000000000001,1.4140000000000001,2.238,2.92,0.795,1.798,1.3530000000000002,2.7569999999999997,1.304,1.252,3.699,5.62,0.373,1.494,1.133,1.885,1.06,4.5,1.042,2.639,2.946,1.463,4.011,0.0,2.029,1.043
ACACA,0.139,0.006,0.305,0.025,0.034,0.17300000000000001,0.187,0.22699999999999998,0.22899999999999998,0.045,0.001,0.39299999999999996,0.12,0.061,0.0,0.004,0.017,0.068,0.10099999999999999,0.07,0.091,0.201,0.083,0.254,0.075,0.009000000000000001,0.0,0.021,0.062,0.132,0.04,0.027999999999999997,0.013000000000000001,0.025,0.063,0.048,0.017,0.154,0.028999999999999998,0.337,0.16399999999999998,0.21,0.0,0.071,0.052000000000000005,0.004,0.09,0.055999999999999994,0.008,0.096,0.067,0.0,0.243,0.14300000000000002,0.075,0.0,0.893,0.035
ACACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.0,0.011000000000000001,0.0,0.01,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.273,0.19399999999999998,0.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
ACADM,4.398,0.536,2.031,3.737,2.456,6.537999999999999,4.907,3.042,3.867,5.11,0.7909999999999999,1.849,8.785,3.6239999999999997,0.17,0.8690000000000001,3.361,3.2460000000000004,2.189,1.874,1.663,1.744,6.36,1.7930000000000001,11.040999999999999,0.94,2.637,0.49200000000000005,2.4530000000000003,3.37,4.781000000000001,11.960999999999999,7.127000000000001,9.636000000000001,12.482000000000001,6.145,6.071000000000001,7.648,7.12,15.314,3.1710000000000003,2.986,10.925999999999998,38.59,4.601,8.901,16.601,9.484,6.2860000000000005,13.988,9.652000000000001,8.179,2.585,3.865,7.109,0.289,1.8230000000000002,10.282
ACADS,2.177,0.115,2.2359999999999998,1.4709999999999999,0.39899999999999997,2.841,4.378,2.64,0.845,2.965,0.757,1.579,9.32,3.367,0.161,0.9470000000000001,3.1260000000000003,2.739,1.4869999999999999,2.039,0.7659999999999999,1.8219999999999998,11.419,1.719,4.997,0.68,1.546,0.07,0.287,1.922,10.245999999999999,2.698,4.751,8.575,8.711,5.709,4.081,2.891,3.195,18.594,2.6630000000000003,5.046,10.385,33.482,3.029,11.501,12.693,11.535,4.828,9.214,2.068,8.113,4.2139999999999995,3.818,4.7,0.0,0.282,2.6489999999999996
ACADSB,0.434,0.132,0.718,1.016,0.82,0.738,3.7439999999999998,0.408,0.551,0.546,0.0,1.0759999999999998,3.153,0.6659999999999999,0.0,0.128,1.27,0.21100000000000002,0.395,0.38,0.5329999999999999,0.434,2.5069999999999997,3.219,2.021,0.128,0.19699999999999998,0.057,0.14300000000000002,0.287,1.92,1.6840000000000002,0.805,1.117,3.1889999999999996,1.811,0.321,1.016,0.5329999999999999,4.337,1.97,0.426,3.222,12.27,1.2590000000000001,3.057,2.825,4.8469999999999995,0.8220000000000001,3.307,3.758,1.554,2.8289999999999997,1.435,2.735,0.054000000000000006,0.33899999999999997,0.78
ACADVL,7.938,3.1510000000000002,10.15,14.889000000000001,11.193,15.295,17.128,12.617,5.478,13.859000000000002,3.758,16.186,24.721999999999998,7.732,0.496,3.173,10.837,7.44,5.51,14.035,5.018,5.081,26.263,11.648,15.274000000000001,7.167999999999999,7.319,2.115,6.827000000000001,14.777000000000001,23.636999999999997,17.899,24.964000000000002,18.087,38.192,18.884,14.712,10.630999999999998,12.104000000000001,31.326,19.128,19.734,39.974000000000004,59.422,13.061,44.343,25.489,23.418000000000003,12.964,37.394,9.197000000000001,33.788000000000004,15.654000000000002,16.29,25.094,1.955,6.867999999999999,12.922
ACAT1,9.46,0.5770000000000001,9.799,7.309,8.209,12.592,27.070999999999998,6.916,9.975,14.007,2.242,8.999,33.35,8.477,0.21600000000000003,1.683,26.383000000000003,6.767,4.855,13.638,5.295,10.761,51.523,7.353,11.869000000000002,4.796,13.321,0.8,6.351,12.615,8.597000000000001,27.543000000000003,20.535,27.035,76.817,15.58,9.215,14.186,15.86,66.382,5.945,9.479,73.047,194.104,13.002,64.093,46.543,48.062,15.815,115.227,17.583,36.736999999999995,19.419,11.267000000000001,34.341,1.119,1.29,18.765
ACAT2,2.4090000000000003,0.6829999999999999,0.945,3.535,0.32,1.915,2.0909999999999997,2.97,2.364,3.077,0.287,2.45,1.811,3.0660000000000003,0.261,0.677,2.188,3.034,1.186,3.312,1.725,2.169,3.708,2.625,3.6710000000000003,0.758,1.5659999999999998,1.1520000000000001,1.3359999999999999,3.3,1.733,1.5,2.15,3.3080000000000003,3.748,3.449,0.93,3.51,4.085,5.385,3.239,2.588,2.318,3.761,2.2230000000000003,2.8810000000000002,2.677,1.369,3.4989999999999997,2.097,5.194,2.7760000000000002,2.253,4.102,5.088,0.084,1.9240000000000002,2.798
ACLY,5.438,0.82,6.696000000000001,1.7369999999999999,7.274,3.238,4.738,3.2119999999999997,3.1710000000000003,2.2969999999999997,1.2570000000000001,6.109,2.4459999999999997,2.5780000000000003,0.252,0.917,2.7039999999999997,1.581,10.390999999999998,5.15,3.2969999999999997,4.65,4.332,4.776,1.716,11.008,0.758,0.36700000000000005,1.62,3.088,1.28,2.0980000000000003,1.367,5.445,2.365,2.762,2.388,3.875,3.217,2.033,3.048,2.905,1.788,1.847,2.99,1.4609999999999999,2.516,1.002,2.1180000000000003,2.516,3.207,3.2939999999999996,3.408,1.422,4.2860000000000005,0.0,0.8740000000000001,2.7880000000000003
ACO1,3.214,0.8,3.535,5.7010000000000005,1.1520000000000001,8.064,8.244,4.13,2.9610000000000003,5.0680000000000005,0.63,5.728,8.907,1.995,0.11199999999999999,1.271,10.217,5.925,1.158,4.07,2.5980000000000003,2.438,13.546,3.333,5.457999999999999,1.445,7.249,0.45,1.2329999999999999,6.079,8.828,10.107999999999999,7.939,3.912,6.6979999999999995,6.843,2.7119999999999997,3.9939999999999998,4.032,10.706,5.151,6.534,14.292,16.082,6.122999999999999,12.85,8.812000000000001,6.716,5.092,9.924,5.33,10.380999999999998,5.932,4.803,8.758,3.3739999999999997,0.64,4.322
ACO2,17.084,3.2319999999999998,8.357999999999999,14.212,8.83,20.879,18.445,17.395,17.641,15.287,4.641,14.947000000000001,42.907,14.095,0.892,4.0889999999999995,14.914000000000001,18.524,9.847000000000001,51.489,6.537000000000001,4.0089999999999995,67.67699999999999,17.554000000000002,29.241,8.315,22.021,2.286,2.991,23.58,41.31,64.113,48.141000000000005,47.36,78.59100000000001,12.751,16.741,17.237000000000002,17.234,112.256,22.386999999999997,20.541,69.142,281.443,10.841,61.941,76.822,88.366,31.444000000000003,85.20200000000001,12.981,69.128,31.195999999999998,24.805999999999997,50.0,15.005999999999998,5.101,19.034000000000002
ACOX1,0.759,0.631,1.653,0.289,0.276,1.0959999999999999,0.682,1.605,0.6459999999999999,0.294,0.49,0.8140000000000001,0.32299999999999995,0.16699999999999998,0.037000000000000005,0.198,0.16899999999999998,0.627,0.077,0.39799999999999996,0.455,0.46,1.3319999999999999,1.072,2.189,0.158,0.14400000000000002,0.349,0.133,0.645,1.855,0.397,1.057,0.444,0.457,0.41,0.495,0.44299999999999995,0.1,0.095,0.768,0.151,0.314,0.723,0.43,0.179,0.434,0.127,0.324,0.48,0.193,1.205,0.23199999999999998,0.537,0.88,0.0,1.308,0.304
ACP1,10.084,5.778,44.979,43.411,15.485999999999999,41.306000000000004,20.959,14.269,10.695,14.647,4.783,29.029,29.165,12.624,3.1039999999999996,3.1260000000000003,11.708,16.840999999999998,6.403,19.653,6.393,10.629000000000001,14.258,35.646,13.917,2.957,9.241,2.1519999999999997,3.543,14.838,16.602999999999998,15.437999999999999,20.910999999999998,15.081,14.085,11.44,13.817,17.264,7.524,26.298000000000002,18.863,27.414,25.414,15.936,14.863,18.386,12.209000000000001,16.62,10.033,14.011,12.815,12.085,24.285,10.123,9.316,13.252,3.102,9.255
ACP2,0.158,0.068,1.304,0.48,0.502,0.16699999999999998,0.254,0.257,0.706,0.503,0.177,0.669,0.43200000000000005,0.377,0.0,0.022000000000000002,0.10300000000000001,0.083,0.0,0.557,0.389,0.39799999999999996,0.349,0.8320000000000001,0.094,0.07200000000000001,0.126,0.0,0.087,0.374,0.233,0.271,0.25,0.355,0.20600000000000002,0.22,0.19399999999999998,0.396,0.0,0.401,0.22699999999999998,0.263,0.402,1.66,0.12300000000000001,0.273,0.301,0.263,0.272,0.7859999999999999,0.816,0.937,0.884,0.0,0.0,0.382,0.0,0.295
ACP5,0.0,0.0,0.0,0.0,0.17300000000000001,0.0,0.591,0.0,0.0,0.469,0.0,0.521,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.084,0.152,0.415,0.039,0.0,0.174,0.156,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.0,0.276,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.218,0.0,0.723,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.15
ACPP,0.6890000000000001,0.0,0.49200000000000005,0.16699999999999998,0.423,0.8590000000000001,0.0,0.037000000000000005,0.0,0.067,0.0,0.145,0.025,0.0,0.0,0.005,0.16699999999999998,0.0,0.243,0.0,0.092,0.268,0.0,1.723,0.0,0.0,0.0,0.368,0.0,0.867,0.0,0.051,0.0,0.0,0.14,0.0,0.009000000000000001,0.045,0.0,0.073,0.505,0.073,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.037000000000000005,0.10099999999999999,0.057999999999999996,0.054000000000000006,0.055999999999999994,0.86,0.24100000000000002,0.0,0.86,0.05
ACTA1,0.0,0.0,748.387,327.467,0.0,0.0,937.3810000000001,0.0,0.0,806.043,344.001,1160.4089999999999,1039.372,1009.0239999999999,0.0,182.247,500.755,0.0,864.914,0.0,460.54400000000004,782.502,0.0,720.637,0.0,656.548,0.0,0.0,0.0,0.0,0.0,623.409,0.0,0.0,0.0,667.362,1057.2069999999999,628.318,0.0,623.1080000000001,882.285,1758.255,0.0,0.0,570.255,0.0,0.0,0.0,0.0,679.202,1021.8689999999999,662.73,0.0,0.0,0.0,0.0,207.36599999999999,0.0
ACTA2,0.0,211.644,702.6569999999999,300.388,0.0,0.0,0.0,583.161,0.0,0.0,0.0,1096.335,1008.831,1044.383,0.0,0.0,0.0,0.0,1007.502,0.0,0.0,0.0,0.0,699.555,0.0,695.24,401.029,0.0,0.0,0.0,0.0,627.761,0.0,0.0,0.0,0.0,1151.406,0.0,0.0,0.0,0.0,1785.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.5269999999999,554.096,692.9789999999999,0.0,0.0,0.0
ACTB,1498.155,735.21,2011.02,1110.458,1624.615,1468.3129999999999,0.0,1539.264,1324.922,0.0,749.6439999999999,2876.862,2364.069,1737.068,170.676,382.6,0.0,977.0989999999999,1375.624,1288.995,0.0,0.0,1867.109,2095.087,924.78,1313.9470000000001,832.8480000000001,314.18,721.238,1304.578,1252.907,1543.931,830.453,1422.201,1703.973,0.0,1828.1729999999998,1293.286,0.0,1428.911,2297.208,3392.192,1402.987,1175.128,1166.496,0.0,1121.617,1290.631,1759.453,1746.9720000000002,2646.534,1386.227,1719.5529999999999,953.2919999999999,1488.96,484.04699999999997,549.437,0.0
ACTG1,1408.112,703.8910000000001,1824.359,1109.241,1583.116,1468.316,0.0,1482.838,1306.825,0.0,731.62,2811.429,2272.038,1620.005,169.267,0.0,0.0,978.778,1334.253,0.0,0.0,1932.943,1846.15,1886.3339999999998,923.868,1274.756,820.293,313.724,0.0,1292.4560000000001,1251.3419999999999,1552.53,829.692,1365.692,1703.9720000000002,0.0,1789.223,1293.878,0.0,1379.662,2250.013,3255.281,1405.878,1163.7069999999999,0.0,0.0,1123.027,1311.4470000000001,0.0,1746.965,0.0,1364.628,1587.7979999999998,0.0,1485.096,459.625,545.196,2077.984
ACTG2,801.806,222.21099999999998,0.0,318.436,743.1089999999999,0.0,0.0,606.698,549.1469999999999,0.0,0.0,1160.981,0.0,1088.0439999999999,0.0,0.0,0.0,417.3,1042.393,0.0,0.0,0.0,0.0,735.02,319.962,712.2239999999999,422.94199999999995,0.0,0.0,410.597,362.80199999999996,663.8480000000001,254.37599999999998,1016.035,0.0,0.0,1194.7169999999999,669.4810000000001,0.0,643.509,813.023,1889.838,0.0,0.0,0.0,0.0,496.07599999999996,632.827,0.0,0.0,0.0,0.0,848.882,569.003,726.659,0.0,0.0,0.0
ACTN4,52.5,21.131999999999998,53.229,42.325,49.113,75.665,59.894,50.243,45.898999999999994,69.944,17.689,66.423,51.018,80.31,4.516,10.905,43.538999999999994,32.510999999999996,61.516999999999996,48.295,23.395,44.328,58.278999999999996,52.126000000000005,61.336000000000006,50.408,13.89,16.26,19.199,53.73,62.641000000000005,58.531000000000006,47.996,78.518,57.927,63.395,49.373999999999995,34.935,75.658,53.48,53.571000000000005,76.494,54.328,30.156,35.09,41.071000000000005,34.906,49.549,36.262,37.083,30.405,29.024,42.503,56.713,68.795,0.574,41.655,58.327
ACTL6A,1.546,0.21899999999999997,6.827000000000001,1.06,2.63,1.237,0.929,0.87,1.087,1.4240000000000002,0.838,3.065,1.402,2.504,0.048,0.41200000000000003,1.208,0.6459999999999999,1.6640000000000001,1.935,1.564,2.137,0.519,4.586,0.5529999999999999,0.662,0.163,0.392,1.311,0.446,0.745,1.4380000000000002,0.531,1.74,1.213,1.755,0.7929999999999999,1.367,1.167,1.435,1.7469999999999999,1.959,0.708,0.52,1.9369999999999998,0.7709999999999999,0.8009999999999999,0.485,0.7909999999999999,1.847,1.18,0.302,2.316,1.653,1.655,0.0,0.728,1.4180000000000001
ACTN1,34.153,20.896,65.749,26.476999999999997,46.203,29.796999999999997,39.61,29.232,35.641,53.062,20.038,45.011,34.744,105.25399999999999,5.207000000000001,9.731,20.557,11.571,53.254,49.501999999999995,18.782,46.373999999999995,17.616,98.805,26.348000000000003,72.459,3.657,7.434,20.1,28.54,36.07,38.658,26.491,56.23,38.596,38.231,41.001999999999995,25.631999999999998,39.194,28.875999999999998,27.633000000000003,60.157,27.053,14.776,27.569000000000003,12.254000000000001,12.879000000000001,25.721,19.98,22.043000000000003,16.886,12.205,36.671,34.474000000000004,37.741,0.055,13.126,44.531000000000006
ACTN2,8.238,4.0169999999999995,8.74,0.0,7.906000000000001,8.031,7.9879999999999995,9.649,7.864,6.686,3.707,6.977,6.0360000000000005,20.948,0.91,1.676,5.4510000000000005,3.487,6.3229999999999995,10.81,5.105,6.02,4.2,12.015999999999998,4.45,10.575,1.1740000000000002,1.939,3.74,5.0760000000000005,6.122999999999999,7.021,5.188,11.890999999999998,8.656,6.898,9.085,7.277,6.966,5.274,6.587999999999999,9.154,10.389000000000001,3.505,9.445,3.944,4.059,4.6610000000000005,6.367999999999999,7.584,1.929,3.252,5.239,0.0,6.877000000000001,0.034,4.8660000000000005,8.205
ACTN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8080000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.774,0.0,0.0,0.0,0.0
ACVR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
